"region","run_version","timepoint","parameter","mean","2.5%","25%","psrf","psrf_uci","effective_sample_size"
"National","gp",NA,"viral_peak",16.4155496412107,15.9603790749042,16.2648601582352,1.01598606605859,1.05733074300877,380.207892426142
"National","gp",NA,"obs_sd",4.78708539171086,4.46765903045488,4.67243729385357,1.01178668418227,1.04509334486098,385.398898582201
"National","gp",NA,"t_switch",28.5621104538865,26.2387780438531,28.0894575270757,1.04782640414029,1.12099953861799,201.32568282488
"National","gp",NA,"prob_detect",0.376661215571632,0.3260503412709,0.358783603908673,1.00833003569537,1.0310635885841,593.284583412326
"National","gp",NA,"prob",0.858783842426541,-0.749107241362796,0.30596641486374,1.02010839898509,1.0607663376378,816.035983095639
"National","gp",NA,"prob.1",0.314892011321496,-1.40344352074967,-0.351985613490398,0.996952561764896,0.998634254692407,804
"National","gp",NA,"prob.2",0.340574384588898,-1.60950815839442,-0.324398901165289,1.00321749441555,1.01377559959008,721.152206157346
"National","gp",NA,"prob.3",0.24233820204808,-1.75017101321051,-0.415137995070025,1.02172014413666,1.06016163332442,517.087428945103
"National","gp",NA,"prob.4",0.210764192196552,-1.67282664018535,-0.472201789637403,1.00097562800737,1.00306746718679,912.374165505413
"National","gp",NA,"prob.5",0.12545385721138,-1.65716858518109,-0.546210945072303,1.00166489824663,1.01108253325364,612.488109061387
"National","gp",NA,"prob.6",0.0370089507430798,-2.02076656696679,-0.570121954837017,1.00567346671976,1.02036474827472,576.191830809075
"National","gp",NA,"prob.7",-0.0406215507943694,-1.97741885737012,-0.730250150365708,1.00098327524616,1.00607643616629,671.370319211439
"National","gp",NA,"prob.8",-0.0641155491153208,-2.00501327347293,-0.765947850770731,1.00107034164768,1.00773153075633,748.123240827565
"National","gp",NA,"prob.9",-0.0272177622815393,-1.94548302715708,-0.661047025754283,0.998335764360939,1.00408440726513,765.261007276819
"National","gp",NA,"prob.10",-0.137574270331835,-2.13940924363037,-0.810950746099984,1.00534525300422,1.01588493061407,737.460623074266
"National","gp",NA,"prob.11",-0.185769180817542,-1.95140170530182,-0.860516990084123,1.00684728398996,1.01810741242391,467.130409161149
"National","gp",NA,"prob.12",-0.261791791058224,-2.3204071892228,-0.913570104158283,1.02918224951729,1.09050513509598,709.428364426205
"National","gp",NA,"prob.13",-0.22367368895786,-2.09824394358755,-0.893387445974442,1.00655574211939,1.02485440789307,804
"National","gp",NA,"prob.14",-0.300117260664705,-2.25936901157701,-0.988478657615842,1.00627659682855,1.02632176840347,637.090551162077
"National","gp",NA,"prob.15",-0.410000601142686,-2.26518051042567,-1.08263466525453,1.0026802745173,1.01604525878293,700.495756395058
"National","gp",NA,"prob.16",-0.395318870791943,-2.30182953630174,-1.0793766717854,1.00384233465712,1.01348704565119,831.453387688461
"National","gp",NA,"prob.17",-0.420566382139335,-2.25002362984036,-1.03338476037208,1.00568766591706,1.01980214324304,740.349082274601
"National","gp",NA,"prob.18",-0.370637350278111,-2.35825704674344,-1.0779676909915,1.01819987520653,1.06041222923794,649.450838670422
"National","gp",NA,"prob.19",-0.436909290446122,-2.50116085890535,-1.01205374357901,1.00644459595598,1.01738524417007,818.614827183235
"National","gp",NA,"prob.20",-0.454147327258445,-2.3725336921249,-1.09284947747109,0.998655028710115,1.00429569428875,745.07515431735
"National","gp",NA,"prob.21",-0.532364609581225,-2.29038344246181,-1.19339027112083,1.00522111054402,1.01743356058925,661.890993397615
"National","gp",NA,"prob.22",-0.595112917278954,-2.52921019639389,-1.25187125893312,1.00450470838491,1.01235901517013,549.748381989069
"National","gp",NA,"prob.23",-0.510588781690501,-2.4614741682152,-1.12933770680652,1.00572142587371,1.01600984265929,752.945659693921
"National","gp",NA,"prob.24",-0.576032008593571,-2.54631497259494,-1.26317953131174,1.01535703781539,1.05060145265984,870.710209215511
"National","gp",NA,"prob.25",-0.514827204901761,-2.47051788571996,-1.16684930592058,1.0049785916305,1.02444401592052,756.146190336333
"National","gp",NA,"prob.26",-0.552543790891638,-2.46474523221582,-1.17370920911756,1.01993454076549,1.05030368488213,678.464678356294
"National","gp",NA,"prob.27",-0.577316001303506,-2.31050328036085,-1.20685760240489,1.00863733552069,1.03541101562093,477.193398955144
"National","gp",NA,"prob.28",-0.596593735841574,-2.58437695018415,-1.20690963108897,1.00231103551987,1.01207343129819,437.283879824726
"National","gp",NA,"prob.29",-0.505668407711147,-2.31944788089746,-1.20677576003968,1.00108841661713,1.01084946286046,704.044552971515
"National","gp",NA,"prob.30",-0.545677543144271,-2.44188441054538,-1.21040476750217,1.0018894762087,1.00388081641785,762.137585499102
"National","gp",NA,"prob.31",-0.475473780990599,-2.39592855687977,-1.12644117922664,0.999464296669781,1.00485742725235,873.997248870776
"National","gp",NA,"prob.32",-0.480374327151036,-2.48978035285172,-1.13894176863439,1.00726600175067,1.03040058281667,613.168959373001
"National","gp",NA,"prob.33",-0.402475477230593,-2.30414154760234,-1.06164938665295,1.00729962582522,1.02765824562723,509.064034330051
"National","gp",NA,"prob.34",-0.498566976351417,-2.48725956639225,-1.21520888516946,0.997509709038625,1.00251291962089,699.505520454586
"National","gp",NA,"prob.35",-0.397178410752646,-2.37958103892951,-1.06700548434205,0.999052287396364,1.00391843617799,641.995155829061
"National","gp",NA,"prob.36",-0.497640430863682,-2.30898672926203,-1.19617475634878,1.01005119983601,1.03882229883049,561.624509258718
"National","gp",NA,"prob.37",-0.415204759941103,-2.32854011975518,-1.07046304575335,1.02680468512674,1.08590813697154,659.510536288384
"National","gp",NA,"prob.38",-0.395093726580355,-2.45186638546187,-1.08829569019467,1.00472645219783,1.0165228278743,653.978395930022
"National","gp",NA,"prob.39",-0.419610497067087,-2.25333194643159,-1.1014895379077,1.00369155932808,1.01862408797471,596.139017305128
"National","gp",NA,"prob.40",-0.306037582070083,-2.13854410613336,-1.01258684884514,1.00735516515506,1.02406958131898,678.411045833382
"National","gp",NA,"prob.41",-0.321130040393947,-2.34914117793984,-0.975869384117097,1.00799660556481,1.02680581449113,557.667823551716
"National","gp",NA,"prob.42",-0.285146970128403,-2.14581361768891,-0.964550864604237,1.00475540545185,1.02455383534011,679.105597963074
"National","gp",NA,"prob.43",-0.294878525222625,-2.06973806719833,-0.922695800368543,1.00431066211731,1.02018176084412,620.264077246381
"National","gp",NA,"prob.44",-0.206758491140564,-2.08532074842991,-0.888536035744878,1.01682456112511,1.05486225129973,811.443301502316
"National","gp",NA,"prob.45",-0.183103867255248,-1.94526592943302,-0.840435664111025,1.01296761519363,1.0458884865367,652.267400753098
"National","gp",NA,"prob.46",-0.138680773509938,-2.13230197977998,-0.802976028853551,1.00669424577512,1.03012136523348,648.377548306866
"National","gp",NA,"prob.47",-0.168837470148981,-1.98420946662599,-0.882418912637481,1.00527415643308,1.02037336387941,640.127698798476
"National","gp",NA,"prob.48",-0.209913790664261,-2.10488916285575,-0.820194638236018,0.99960091013107,1.00790676514686,670.733644933532
"National","gp",NA,"prob.49",-0.0803008925744552,-1.94147334611452,-0.672836665122145,1.00462954676453,1.00969903091215,718.205803974507
"National","gp",NA,"prob.50",-0.0852759503716162,-1.88665431251459,-0.74148546401433,0.99758144776664,1.00059695549575,651.4581747815
"National","gp",NA,"prob.51",-0.0560603095631985,-2.04861856684787,-0.693682479464621,1.01161083763571,1.04092509340441,543.80568770456
"National","gp",NA,"prob.52",-0.0892749191907742,-1.86669696126894,-0.743511416631433,1.00128582742414,1.01171232935074,564.29763527749
"National","gp",NA,"prob.53",-0.0709892246927675,-2.00639790994907,-0.725064132723097,0.999801893073314,1.00406786765635,614.593721503453
"National","gp",NA,"prob.54",-0.0436640218927545,-1.94514846625093,-0.670402010947363,0.999207561225909,1.00583469707711,675.459008202779
"National","gp",NA,"prob.55",-0.114909538160225,-1.93569090848404,-0.792117455498768,1.00604147444453,1.02859759379964,625.196284078133
"National","gp",NA,"prob.56",-0.00664243477286521,-1.95493522127698,-0.660695242179037,1.00667204019895,1.0291615080562,746.328792454238
"National","gp",NA,"prob.57",0.035089043776118,-1.88710638525455,-0.616162443904968,0.998859887891482,1.00672032202102,683.924289924189
"National","gp",NA,"prob.58",-0.0318370904900433,-1.95791566118624,-0.710969654282534,1.00313102764012,1.01689440803599,790.526787489899
"National","gp",NA,"prob.59",0.0235281662941136,-1.94879050630276,-0.626816646286994,1.01314429995372,1.04837525490807,540.64050511413
"National","gp",NA,"prob.60",-0.00333568682684129,-2.02635578658839,-0.699757588323838,1.00395164908141,1.01479595166296,626.482261892114
"National","gp",NA,"prob.61",-0.0386119638910295,-1.97937815297571,-0.698867826462488,1.01352086908393,1.02820543304866,666.349166320737
"National","gp",NA,"prob.62",-0.0106682762496833,-2.02674959133042,-0.561372932027433,1.01211927356281,1.03405066502083,530.296427719682
"National","gp",NA,"prob.63",-0.0825475856138082,-1.83980058476809,-0.751370345305131,1.01623902090747,1.05088161264328,622.448866747754
"National","gp",NA,"prob.64",-0.165165615799607,-2.01259792959531,-0.84993847730728,1.00597608794234,1.02466282405888,1017.92241453701
"National","gp",NA,"prob.65",-0.183591894635542,-2.03617929500617,-0.806465840616357,1.00275001931155,1.01441015993092,551.975328953105
"National","gp",NA,"prob.66",-0.28917714376818,-2.22771299570864,-0.919151095003379,1.00501374827129,1.01029532702301,741.110424937058
"National","gp",NA,"prob.67",-0.31139619489652,-2.29600590535142,-0.960467128561445,1.01378713214218,1.04548006585904,641.090176363681
"National","gp",NA,"prob.68",-0.312353077535565,-2.29410490824719,-0.968049782311257,1.00842724267623,1.03474936587179,535.651086142034
"National","gp",NA,"prob.69",-0.388040129424404,-2.29143782388685,-1.05558688346862,1.01450122748672,1.04738480160465,478.383110282395
"National","gp",NA,"prob.70",-0.42690126473307,-2.3408123875337,-1.05196840523385,1.02580287414411,1.07861918375994,586.682202891366
"National","gp",NA,"prob.71",-0.561520029691728,-2.41961289935734,-1.23407856322358,1.01057805731123,1.03370107526737,538.028795184781
"National","gp",NA,"prob.72",-0.580411022071284,-2.43858308606637,-1.23729258777207,0.998589677676053,1.00257619429294,803.666791144517
"National","gp",NA,"prob.73",-0.627087652908872,-2.52633617722486,-1.24405352124321,0.999337299583015,1.00331247698566,438.523648158641
"National","gp",NA,"prob.74",-0.66988252745874,-2.40381501210153,-1.35770397727843,1.00675670322509,1.02768295892671,440.237588963968
"National","gp",NA,"prob.75",-0.685774768078788,-2.53535120566662,-1.31632065945937,1.00129109165749,1.00507623969807,580.755295629811
"National","gp",NA,"prob.76",-0.78100229845909,-2.72260032703619,-1.38198007584704,1.00324680089742,1.01961024582543,698.335915545053
"National","gp",NA,"prob.77",-0.816550748554916,-2.73919399568515,-1.46538716381547,1.0137716646774,1.04730015231238,619.705900910982
"National","gp",NA,"prob.78",-0.767317884589445,-2.56618756653247,-1.3701629147443,1.00517695073929,1.01729234625712,585.88515034165
"National","gp",NA,"prob.79",-0.691397867818437,-2.48730933508889,-1.41797126830805,1.00727243709191,1.03040601532183,545.693728458672
"National","gp",NA,"prob.80",-0.648027857914746,-2.54669552907207,-1.31343825993512,0.998268702172289,1.00342414210014,443.725823384767
"National","gp",NA,"prob.81",-0.753884152313465,-2.82962033837732,-1.41903496424168,1.01667381192693,1.0506487665368,455.080391672164
"National","gp",NA,"prob.82",-0.737555455870307,-2.65122185106256,-1.34729354359286,1.00405797623757,1.02172695078156,477.745073747756
"National","gp",NA,"prob.83",-0.75825975138263,-2.5926348474295,-1.3977004796085,1.01528432598473,1.05457326417018,507.245395829146
"National","gp",NA,"prob.84",-0.776491801365723,-2.58252224691224,-1.45538083430777,1.00025088140215,1.00489717736904,484.804896259507
"National","gp",NA,"prob.85",-0.839110742079254,-2.65555063173698,-1.47960204152523,1.01900754206865,1.06328878226409,781.857780621549
"National","gp",NA,"prob.86",-0.621216250209475,-2.41370297812605,-1.2818408836984,1.0074281623006,1.03096551944508,711.131334179591
"National","gp",NA,"prob.87",-0.508422187202037,-2.48917533113929,-1.18978166939479,0.996475923297386,0.997211004025304,638.561123139212
"National","gp",NA,"prob.88",-0.582525238258865,-2.55210541184119,-1.18250242656754,0.999091421867019,1.00639690981224,570.213998144725
"National","gp",NA,"prob.89",-0.554904925110264,-2.5162589096126,-1.2307501100004,1.0304730483572,1.09850457203873,506.848501928063
"National","gp",NA,"prob.90",-0.453590157023048,-2.4866398928642,-1.20265838731456,1.15784316963933,1.4140379600963,437.782297444189
"National","gp",NA,"prob.91",-0.521583656386512,-2.24726609043441,-1.15194441317147,1.00163036427259,1.01052424053901,577.056276936102
"National","gp",NA,"prob.92",-0.44397747284176,-2.43037211203652,-1.18423570330637,1.00228017184923,1.0086218439419,690.849726776871
"National","gp",NA,"prob.93",-0.3677365323166,-2.24234136152146,-1.06213866796193,1.00466107869997,1.01689286937133,532.72205825082
"National","gp",NA,"prob.94",-0.164022843572671,-1.99524809183756,-0.848723105691052,1.00739189746601,1.03113027735911,419.727534819422
"National","gp",NA,"prob.95",-0.0404652117795493,-1.95599042402272,-0.671674342329785,1.02283998701293,1.05852928610975,488.946637161489
"National","gp",NA,"prob.96",-0.0835284229731151,-2.06909020997834,-0.757411236283247,1.00180239622503,1.00729171943457,522.893367978406
"National","gp",NA,"prob.97",0.0681417647423897,-2.00124206261066,-0.543076915600293,1.00940670919255,1.02996700483508,518.19827127887
"National","gp",NA,"prob.98",0.0877799367906016,-1.83666852446747,-0.646793238145358,1.00473239956199,1.01939751477395,737.942118278949
"National","gp",NA,"prob.99",0.236658601245228,-1.60556569636479,-0.449066499838231,1.00035102046802,1.00857942402602,658.727553899502
"National","gp",NA,"prob.100",0.398101150940018,-1.49595506419369,-0.24664487974099,1.00474872209471,1.01548633821041,1447.8057207066
"National","gp",NA,"prob.101",0.403788948986962,-1.58061588521246,-0.284282969816276,1.00540221416152,1.02222157316815,660.668949733656
"National","gp",NA,"prob.102",0.499629850700221,-1.57233059646302,-0.161251662804837,1.0054057697108,1.01506743705389,656.047262539921
"National","gp",NA,"prob.103",0.502474265023405,-1.21218258371364,-0.176008275270073,1.00111692883456,1.01147885480584,804
"National","gp",NA,"prob.104",0.614843564001602,-1.28223815331615,-0.0643804781555858,1.00152492891707,1.01422093233427,645.415454562115
"National","gp",NA,"prob.105",0.62474167199694,-1.27623305611572,0.0262843018834681,1.00563623046738,1.02613907747968,579.330013369469
"National","gp",NA,"prob.106",0.686550216571089,-1.09626324950591,0.0874177863467199,1.00043695574736,1.00325847857974,747.779855263152
"National","gp",NA,"prob.107",0.801877572715761,-1.16477053789121,0.151749525190135,0.997628018560783,0.998908780740411,761.635601877727
"National","gp",NA,"prob.108",0.885138668750726,-1.06077277874275,0.241372333107786,1.01895488813124,1.05934624019821,847.9659326805
"National","gp",NA,"prob.109",0.837948785499558,-1.21047770125336,0.204408065466137,0.997425517015902,0.999709039910108,804
"National","gp",NA,"prob.110",0.689059403587284,-1.20201309848453,-0.0235937481144819,1.01758901736872,1.05373446483434,705.546666878528
"National","gp",NA,"prob.111",0.730732103391657,-1.21814481223655,0.0580959451915791,1.01413230992599,1.04817383319814,696.651940291218
"National","gp",NA,"prob.112",0.679385759132359,-1.20648447982861,0.0173738317491036,1.00263971511701,1.01570813855206,804
